iso2,iso3,country,year,imf_url,press_release_url,status,title,pdf_path,text_path,first_snippet,notes,eba_text_path,eba_snippet,eba_status,summary_path,summary_snippet,summary_status
SG,SGP,Singapore,2024,https://www.imf.org/en/publications/cr/issues/2024/07/30/singapore-2024-article-iv-consultation-press-release-staff-report-and-statement-by-the-552788,,pending,,,,,,,,,data\text\SG\2024_summary.txt,"The 2024 Article IV Consultation with Singapore highlights that following a slowdown in 2023, growth is projected to recover gradually to 2.1 percent in 2024. After reaching 6.1 percent in 2022, inflation has steadily declined to 2.7 percent in April 2024. The pace of disinflation has nonetheless been gradual, with signs of persistent price pressures including from a tight labor market. With risks to global growth now broadly balanced, downside risks to growth outlook have diminished relative to last year, but Singapore remains vulnerable to a deepening of geo-economic fragmentation. Inflation risks remain tilted to the upside. The broadly neutral fiscal stance relative to 2023 will complement the tight monetary policy stance in achieving price stability, while targeted support to vulnerable households and firms will provide temporary relief from high costs of living and business. Singapore’s financial sector remains resilient with solid capital and liquidity buffers, though vigilance against pockets of vulnerabilities is warranted, including from potential systemic risks arising from the housing market. In this context, the tight macroprudential policy stance remains appropriate.",summary_extracted
MA,MAR,Morocco,2025,https://www.imf.org/en/publications/cr/issues/2025/04/07/morocco-2025-article-iv-consultation-and-third-review-under-the-arrangement-under-the-565940,,pending,,,,,,,,,data\text\MA\2025_summary.txt,"This paper focuses Morocco’s 2025 Article IV Consultation and Third Review under the Arrangement under the Resilience and Sustainability Facility. The Moroccan economy continued to show resilience despite another year of drought, with real gross domestic product growth projected to slow modestly to 3.2 percent in 2024 amid strong domestic demand. Growth is expected to accelerate over the medium term, driven by stronger investment and the continued structural reforms. The effect of stronger demand on the current account deficit has been muted by continued positive trends in tourism, remittances, and manufacturing exports. The gradual fiscal consolidation continued as expected, and the 2025 Budget reiterated the authorities’ commitment to reduce the government debt ratio over the medium term. Saving part of the revenue windfall from tax reforms would help strengthen fiscal buffers and protect against future shocks; while a new strategy to sustainably boost jobs and improve market competition would help address the increased unemployment linked to job displacement in the agricultural sector.",summary_extracted
SN,SEN,Senegal,2021,https://www.imf.org/en/publications/cr/issues/2022/01/14/senegal-2021-article-iv-consultation-fourth-review-under-the-policy-coordination-instrument-511932,,pending,,,,,,,,,data\text\SN\2021_summary.txt,"The COVID-19 pandemic interrupted a decade of high growth and development progress in Senegal. While a recession was avoided in 2020, the pandemic caused severe hardship and most households experienced income and job losses. A dynamic recovery is underway since mid-2020, supported by expansionary fiscal policy. However, higher fiscal deficits and lower growth have resulted in a rapid increase of the debt-to-GDP ratio and fiscal space is narrowing. COVID-19 case numbers remain comparatively low and about 14 percent of the adult population is vaccinated. Recent pandemic waves had little impact on economic activity in the absence of new lockdowns or movement restrictions.",summary_extracted
AO,AGO,Angola,2024,https://www.imf.org/en/publications/cr/issues/2025/03/05/angola-2024-article-iv-consultation-press-release-staff-report-and-statement-by-the-562971,,pending,,,,,,,,,data\text\AO\2024_summary.txt,"The 2024 Article IV Consultation with Angola highlights that the economy recovered in 2024 as oil sector rebounded from its slump. High external debt service constrains development spending, while oil dependence represents a drag on sustainable growth. Inflation remains elevated, fueled by exchange rate depreciation, and import substitution measures that have restricted food supply. The recovery is facing short-term headwinds. Gross financing needs are relatively large, while financing from global and domestic markets remains expensive. In anticipation of the 2027 presidential elections, delays in key reforms and fiscal slippages beyond the baseline, could undermine growth and weigh on the fiscal outlook. A stronger-than-expected decline in oil prices would weaken the external and fiscal positions. On the upside, spillovers from the global monetary easing and higher than-assumed oil revenues could improve fiscal and growth outlook. The authorities’ cash and debt management efforts will help mitigate liquidity risks. Complementary efforts to re-enter external debt markets and develop the domestic debt market over the medium term will be crucial.",summary_extracted
CM,CMR,Cameroon,2023,https://www.imf.org/en/publications/cr/issues/2024/02/20/cameroon-2023-article-iv-consultation-fifth-reviews-under-the-extended-credit-facility-and-544962,,pending,,,,,,,,,data\text\CM\2023_summary.txt,"This paper discusses Cameroon’s 2023 Article IV Consultation, Fifth Reviews under the Extended Credit Facility and the Extended Fund Facility Arrangements, and Requests for Extension and Augmentation of Access, a Waiver of Nonobservance of Performance Criterion, and Modification of a Performance Criterion. Cameroon has remained resilient in the face of successive shocks. Real gross domestic product growth reached 3.6 percent in 2022 and is expected to accelerate to around 4 percent in 2023. Inflation is expected to decelerate from 7.3 percent at end-2022 to 6.2 percent by end 2023. The authorities are committed to maintaining a fiscal consolidation path consistent with program objectives. Cameroon’s economic reform program is broadly on track. Sustaining broad-based reform efforts will be key to create additional fiscal space, maintain debt sustainability, foster structural transformation, and boost growth and resilience. Integrating climate agenda in institutional and budget frameworks will be needed to advance adaptation and mitigation efforts.",summary_extracted
BD,BGD,Bangladesh,2023,https://www.imf.org/en/publications/cr/issues/2023/12/13/bangladesh-2023-article-iv-consultation-first-reviews-under-the-extended-credit-facility-542460,,pending,,,,,,,,,data\text\BD\2023_summary.txt,"This paper focuses on Bangladesh’s 2023 Article IV Consultation, First Reviews under the Extended Credit Facility Arrangement, Arrangement under the Extended Fund Facility, and the Resilience and Sustainability Facility Arrangement, Requests for a Waiver of Nonobservance of a Performance Criterion, and Modifications of Performance Criteria. Near-term policies should continue to focus on containing inflation and rebuilding external resilience. This requires a calibrated monetary policy tightening, supported by a neutral fiscal stance, and greater exchange rate flexibility to alleviate foreign exchange pressures and rebuild buffers. Raising tax revenues and rationalizing expenditures will allow increasing social, developmental, and climate-related spending. Continued efforts to enhance public financial and investment management are needed to increase spending efficiency and mitigate fiscal risks. Building resilience to climate change and natural disasters is a priority for achieving high, inclusive, and green growth. In this context, strengthening institutions, improving climate spending efficiency, and mobilizing climate financing remain crucial.",summary_extracted
LK,LKA,Sri Lanka,2024,https://www.imf.org/en/publications/cr/issues/2024/06/13/sri-lanka-2024-article-iv-consultation-and-second-review-under-the-extended-fund-facility-550261,,pending,,,,,,,,,data\text\LK\2024_summary.txt,"This paper presents Sri Lanka’s 2024 Article IV Consultation and Second Review under the Extended Fund Facility, Request for Modification of Performance Criterion, and Financing Assurances Review. Performance under the program has been strong. All quantitative targets for end-December 2023 were met, except the indicative target on social spending. Most structural benchmarks due by end-April 2024 were either met or implemented with delay. Nevertheless, the economy is still vulnerable and the path to debt sustainability remains knife-edged. Sustaining the reform momentum and efforts to restructure debt are critical to put the economy on a path toward lasting recovery and debt sustainability. The Article IV Consultation focused on wide-ranging reforms to restore macroeconomic stability and debt sustainability, maintain price stability, safeguard financial stability, rebuild external buffers, and implement growth-oriented structural reforms, including by strengthening governance. The authorities need to press ahead with their efforts to address structural challenges to unlock long-term potential.",summary_extracted
HT,HTI,Haiti,2024,https://www.imf.org/en/publications/cr/issues/2024/12/10/haiti-2024-article-iv-consultation-press-release-staff-report-and-statement-by-the-559329,,pending,,,,,,,,,data\text\HT\2024_summary.txt,"The 2024 Article IV Consultation highlights that Haiti faces an unprecedented multidimensional crisis encompassing humanitarian, economic, social, and security problems. The economy has a low tax base and a large informal sector that relies heavily on volatile remittance flows. Haiti’s macroeconomic outlook is challenging and subject to elevated uncertainty. The supply-side shock caused by the security crisis would continue to greatly affect growth and feed inflation unless the security outlook improves. The analytical work underpinning the policy discussions, prepared by staff in agreement with the authorities, focuses on strengthening policy frameworks to enhance resilience. The report recommends implementing the budget for FY2025 and keeps the monetary financing of the budget to zero, consistent with the objective of price stability. It is also recommended to provide more timely data to the IMF and enhance data transparency through timeline publication of core economic data. It can also be beneficial to adopt measures to strengthen revenue collection, expenditure management and controls and increase budget allocations for social spending and for protecting the most vulnerable—and assess their impact.",summary_extracted
RW,RWA,Rwanda,2023,https://www.imf.org/en/publications/cr/issues/2023/12/18/rwanda-2023-article-iv-consultation-second-reviews-under-the-policy-coordination-instrument-542581,,pending,,,,,,,,,data\text\RW\2023_summary.txt,"This paper presents Rwanda’s 2023 Article IV Consultation, Second Reviews under the Policy Coordination Instrument and the Arrangement under the Resilience and Sustainability Facility, Requests for the Modification of End December 2023 Quantitative Targets, Rephasing of Access under the Resilience and Sustainability Facility (RSF), and Request for an Arrangement under the Standby Credit Facility. The Rwandan economy registered strong post-pandemic growth but compounding shocks in recent years resulted in emerging internal and external imbalances, while the country’s development needs remain large. Carefully calibrated fiscal consolidation, proactive and data-driven monetary policy, continued exchange rate flexibility, and sustained progress on development and climate-related reforms are necessary to rebuild buffers, curb inflation, improve debt sustainability, and enhance socioeconomic resilience. Progress on the climate agenda under the RSF remains strong. The agreed acceleration of RSF-supported climate reforms and the addition of new measures demonstrate Rwanda’s dedication to the climate reform agenda.",summary_extracted
UG,UGA,Uganda,2024,https://www.imf.org/en/publications/cr/issues/2024/09/11/uganda-2024-article-iv-consultation-press-release-staff-report-and-statement-by-the-554753,,pending,,,,,,,,,data\text\UG\2024_summary.txt,"The 2024 Article IV Consultation highlights that Uganda has navigated the post pandemic recovery well due to sound macroeconomic policies. The economic recovery is strengthening with low inflation, favorable agricultural production, and strong industrial and services activity. While public debt is sustainable, low tax revenues constrain Uganda’s fiscal policy space. Strengthening domestic revenue mobilization and budgetary and cash management practices are key to securing a durable fiscal space. The Bank of Uganda’s tight monetary policy stance has helped anchor inflation expectations and counter external sector pressures. Going forward, monetary policy should remain data driven to ensure price stability and further financial deepening. Continued flexibility of the exchange rate is important to build up adequate foreign exchange reserves. Uganda should continue its efforts to create fiscal space through revenue mobilization and better expenditure discipline, vigilant monetary policy, and exchange rate flexibility, using future oil revenue to address growth impediments and improve social development while advancing governance reform and financial inclusion. Addressing governance deficiencies and regulatory burdens and enhancing regional trade integration are critical to unlocking Uganda’s growth potential.",summary_extracted
NA,NAM,Namibia,2025,https://www.imf.org/en/publications/cr/issues/2025/06/16/namibia-2025-article-iv-consultation-press-release-staff-report-and-statement-by-the-567703,,pending,,,,,,,,,data\text\NA\2025_summary.txt,"The 2025 Article IV Consultation discusses that Namibia’s economy faces challenges from heightened global trade policy tensions, increased weather shocks, a structural shift in the global diamond market, and high structural unemployment. Ensuring macroeconomic stability requires maintaining fiscal prudence while creating space for growth-enhancing measures, managing the monetary policy to safeguard the peg, and enhancing the resilience of the financial sector. Risks to the outlook are tilted to the downside, including further global trade policy shocks, geopolitical fragmentation, weather shocks, weak diamond market, and a rolling back of recent fiscal consolidation and state-owned enterprise reforms. Upside risks include a moderation in global trade policy tensions and faster development of oil, gas, and green hydrogen. In order to generate employment through inclusive private sector-led growth that is weather shock-resilient, bold structural reforms are essential. Additionally, a comprehensive strategy is needed to leverage the potential opportunities presented by recent oil discoveries. The report suggests fostering private sector-led growth to reduce unemployment and inequality by reducing skill mismatches, decreasing red tape, optimizing regulations, and promoting digitalization.",summary_extracted
PG,PNG,Papua New Guinea,2025,https://www.imf.org/en/publications/cr/issues/2025/06/18/papua-new-guinea-2025-article-iv-consultation-fourth-reviews-under-the-extended-arrangement-567819,,pending,,,,,,,,,data\text\PG\2025_summary.txt,"This paper presents Papua New Guinea’s 2025 Article IV Consultation, Fourth Reviews under the Extended Arrangement under the Extended Fund Facility and the Arrangement under the Extended Credit Facility, Requests for a Waiver of Nonobservance of Performance Criterion, Modification of a Quantitative Performance Criterion, and First Review under the Arrangement under the Resilience and Sustainability Facility (RSF). Papua New Guinea’s economic outlook remains positive as structural reforms continue to bear fruit. The outlook is subject to significant downside risks, as Papua New Guinea is vulnerable to both domestic and external shocks. Program performance has remained satisfactory, with the authorities displaying a sustained commitment to reforms. Reforms under the new RSF arrangement will help the authorities build resilience against climate-related risks and address structural balance of payments vulnerabilities. The IMF-supported programs will continue to support Papua New Guinea’s homegrown reform agenda, focusing on strengthening debt sustainability, alleviating foreign exchange shortages, fostering good governance, and building climate resilience, while protecting the vulnerable and promoting inclusive and sustainable growth.",summary_extracted
IS,ISL,Iceland,2025,https://www.imf.org/en/publications/cr/issues/2025/06/23/iceland-2025-article-iv-consultation-press-release-staff-report-and-statement-by-the-567916,,pending,,,,,,,,,data\text\IS\2025_summary.txt,"The 2025 Article IV Consultation discusses that growth decelerated in 2024 but is expected to rise to 1.6 percent in 2025 and 2.2 percent in 2026, while inflation is projected to decline to the Central Bank of Iceland’s 2.5 percent target in the second half of 2026. The direct impact of escalating global trade tensions is projected to be limited. The authorities’ plans to turn the fiscal deficit in 2024 into a surplus by 2028 are appropriate given the need to rebuild buffers; details on the planned fiscal measures to achieve these targets have enhanced the credibility of the consolidation. Monetary policy is suitably tight given still elevated inflation, but the monetary stance should be reduced as inflation declines. Efforts to raise foreign exchange reserve coverage are welcome. Investments in physical and human capital, alongside continued efforts to promote innovation and reduce skills mismatches are needed to support medium-term growth. Taxation can play a supportive role in reducing housing market imbalances.",summary_extracted
CR,CRI,Costa Rica,2025,https://www.imf.org/en/publications/cr/issues/2025/05/13/costa-rica-2025-article-iv-consultation-press-release-staff-report-and-statement-by-the-566938,,pending,,,,,,,,,data\text\CR\2025_summary.txt,"The 2025 Article IV Consultation discusses that Costa Rica has achieved remarkable economic progress due to its very strong fundamentals, policies, and policy frameworks. Such factors are expected to support robust growth going forward notwithstanding external headwinds. The economic outlook is expected to remain favorable in the near term. Further institutionalizing the progress made under the IMF-supported reform programs will help sustain long-run growth and raise living standards. The Banco Central de Costa Rica’s (BCCR’s) forward-looking, data-dependent approach to monetary policy has effectively anchored inflation and inflation expectations. There is scope to further cut the policy rate if inflation outturns run below the expected steady convergence to the BCCR’s 3 percent target. Supply-side reforms will help sustain Costa Rica’s impressive economic performance and address bottlenecks to growth. Narrowing skill mismatches, reducing labor market informality, and strengthening social assistance are priorities. Building on progress made under the Resilience and Sustainability Facility, efforts are underway to further advance climate-resilience and to catalyze climate finance.",summary_extracted
IQ,IRQ,Iraq,2025,https://www.imf.org/en/publications/cr/issues/2025/07/11/iraq-2025-article-iv-consultation-press-release-staff-report-and-informational-annex-568569,,pending,,,,,,,,,data\text\IQ\2025_summary.txt,"Iraq has managed to uphold domestic stability despite regional turmoil. However, rapid expansion of spending and emerging financing constraints led to arrears accumulation in 2024. These challenges are now compounded by declining oil prices in a highly uncertain global environment, further aggravating fiscal and external sustainability risks. At the same time, the country is struggling with lingering structural economic challenges, including high unemployment, excessive state footprint, a weak banking sector, corruption, and an inefficient electricity sector.",summary_extracted
BJ,BEN,Benin,2024,https://www.imf.org/en/publications/cr/issues/2024/12/14/benin-fourth-review-under-the-extended-fund-facility-and-the-extended-credit-facility-559472,,pending,,,,,,,,,data\text\BJ\2024_summary.txt,"This page presents Benin’s 2024 Article IV consultation with Benin, the Fourth Review under the Extended Fund Facility (EFF) and the Extended Credit Facility (ECF) Arrangements, and the First Review under the Resilience and Sustainability Facility (RSF). The Beninese economy has proven remarkably resilient to recent shocks, supported by continued reform drive and a robust government response made possible by policy space created pre-pandemic. Program performance has been strong. An important priority going forward is to continue anchoring Benin’s growth and development in sustainable and inclusive policies that leave neither region nor socio-economic group behind. Contingency planning remains paramount, considering global uncertainty and regional geo-economic and security headwinds. In this context, the authorities should maintain flexibility in budget execution and stand ready to reprioritize public investment in case shocks materialize. Steadfast implementation of the climate change agenda under RSF will complement EFF/ECF in supporting overall socio-economic resilience in Benin. Initiatives underway to catalyze private climate finance are welcome developments in this regard. Reforming fuel subsidies in a way that accounts for the specificities of Benin’s local fuel market and protect vulnerable groups remains a policy priority.",summary_extracted
TG,TGO,Togo,2024,https://www.imf.org/en/publications/cr/issues/2024/09/23/togo-2024-article-iv-consultation-press-release-staff-report-and-statement-by-the-executive-555141,,pending,,,,,,,,,data\text\TG\2024_summary.txt,"The 2024 Article IV Consultation discusses that Togo continues to face headwinds, including persistent challenges of food security and terrorist attacks, while broader development needs remain acute. In baseline projections, macroeconomic performance is expected to remain robust. Against a background of a substantial strengthening of fiscal revenue and a beginning of fiscal consolidation in 2023, the macroeconomic outlook is broadly favorable. Growth is expected to remain robust, while fiscal revenue is expected to rise further. There are no substantial domestic or external disequilibria, with low inflation and a well-contained current account deficit. The discussions focused on focused on how the Togolese authorities can best (1) anchor macroeconomic stability by ensuring fiscal consolidation to enhance debt sustainability; (2) conduct structural reforms to lay the basis for sustained growth; and (3) strengthen social inclusion to accelerate progress toward the Sustainable Development Goals and support medium-term growth prospects.",summary_extracted
HN,HND,Honduras,2023,https://www.imf.org/en/publications/cr/issues/2023/09/22/honduras-2023-article-iv-consultation-and-requests-for-an-arrangement-under-the-extended-539367,,pending,,,,,,,,,data\text\HN\2023_summary.txt,"This paper presents Honduras’ 2023 Article IV Consultation and Requests for an Arrangement under the Extended Fund Facility and an Arrangement under the Extended Credit Facility. These arrangements provide support for the Honduran government’s economic and institutional reform agenda over the next three years. The program also aims to support the authorities’ efforts to improve governance and transparency and fight corruption. The program will advance policies needed to strengthen economic resilience and address structural bottlenecks to boost inclusive growth, including by increasing public investment while safeguarding macroeconomic stability. Reforms in the energy sector will be essential to limit fiscal risks and improve the business environment. The authorities are implementing a comprehensive loss reduction plan to strengthen the financial position of the public electricity company and enhance the provision of electricity. In this context, the program also aims to support the authorities’ efforts to build resilience to climate change.",summary_extracted
SV,SLV,El Salvador,2025,https://www.imf.org/en/publications/cr/issues/2025/07/15/el-salvador-2025-article-iv-consultation-first-review-under-the-extended-fund-facility-and-568621,,pending,,,,,,,,,data\text\SV\2025_summary.txt,"El Salvador’s economic expansion continues, amid a reduction in macroeconomic imbalances. However, downside risks have risen as a result of elevated global trade tensions and stricter immigration policies in other countries, although these are partly mitigated by more favorable terms of trade and potential trade diversion effects. Review discussions focused on assessing recent progress and reaching understandings on policies to safeguard macroeconomic stability and further strengthen governance and transparency, while recognizing the more challenging external backdrop.",summary_extracted
PY,PRY,Paraguay,2024,https://www.imf.org/en/publications/cr/issues/2024/07/01/paraguay-2024-article-iv-consultation-third-review-under-the-policy-coordination-instrument-551228,,pending,,,,,,,,,data\text\PY\2024_summary.txt,"This paper presents Paraguay’s 2024 Article IV Consultation, Third Review under the Policy Coordination Instrument (PCI), Modification of Targets, and First Review under the Arrangement under the Resilience and Sustainability Facility (RSF). The PCI underpins Paraguay's economic strategy and structural objectives of maintaining macroeconomic stability and promoting social welfare and inclusion. The PCI is yielding positive results, though two targets were missed due to the identification of additional unrecorded healthcare-related expenditure. Three reform targets have been met. The new government is committed to continuing reforms guided by the PCI and RSF arrangements. It is crucial for Paraguay to rebuild fiscal buffers, ensure the sustainability of the public servants’ pension fund and enhance supervision of public enterprises to limit contingent risks. Taking decisive action against corruption to minimize reputational risks, reducing informality, and increasing international market integration will make Paraguay a significantly more attractive investment destination, including for green projects. Adaptation and mitigation measures should reduce the country""’s vulnerability to climate change and preserve its substantial natural assets and clean energy matrix.",summary_extracted
GY,GUY,Guyana,2025,https://www.imf.org/en/publications/cr/issues/2025/05/07/guyana-2025-article-iv-consultation-press-release-staff-report-and-statement-by-the-566712,,pending,,,,,,,,,data\text\GY\2025_summary.txt,"The 2025 Article IV Consultation highlights that Guyana’s economy has grown rapidly over the past two decades, progressing from low-middle-income to high-income status—the only Heavily Indebted Poor Countries (HIPC) Initiative participant to achieve this milestone. Oil production is fast ramping up and, together with strong non-oil growth and large-scale infrastructure investment, it is supporting the highest real gross domestic product (GDP) growth rate in the world at a recorded average of 47 percent in 2022–20 24. The outlook remains highly favorable. Oil production will continue expanding rapidly, and non-oil real GDP growth is expected to remain strong, largely supported by the government’s efforts to invest in infrastructure, including for climate change adaptation, promote economic diversification, and improve welfare. Risks to the outlook are broadly balanced. On the upside, further oil discoveries and productivity-enhancing investment would improve Guyana’s long-term economic prospects, while expanding construction activity may support higher short-term non-oil GDP growth. Policy discussions focused on ensuring that Guyana’s exceptional resource potential is best harnessed to support the implementation of the authorities’ ambitious low-carbon development plans while ensuring macroeconomic stability and achieving inclusive and resilient growth.",summary_extracted
SR,SUR,Suriname,2024,https://www.imf.org/en/publications/cr/issues/2025/01/21/suriname-2024-article-iv-consultation-and-the-eighth-review-under-the-extended-arrangement-561145,,pending,,,,,,,,,data\text\SR\2024_summary.txt,"This paper presents Suriname’s 2024 Article IV Consultation and the Eight Review under the Extended Arrangement under the Extended Fund Facility, Requests for Modification of Performance Criteria, Waivers of Nonobservance of Performance Criteria, and Financing Assurances Review. Suriname is implementing an ambitious economic reform agenda to restore macroeconomic stability and debt sustainability, while laying the foundations for strong and more inclusive growth. The authorities’ steadfast commitment to maintaining prudent macroeconomic policies and implementing difficult but necessary reforms are yielding positive results: the economy is growing, inflation is declining, donor engagement is deepening, and investor confidence is returning. The Final Investment Decision announcement in the new offshore field has boosted the medium-term outlook in the country. Building on the progress made thus far, the authorities should entrench fiscal discipline, particularly in the run up to the elections while protecting the vulnerable. In view of the upcoming oil wealth, strengthening the fiscal framework, including through the introduction of new fiscal rules, and addressing governance weaknesses is critical.",summary_extracted
TT,TTO,Trinidad and Tobago,2024,https://www.imf.org/en/publications/cr/issues/2024/06/04/trinidad-and-tobago-2024-article-iv-consultation-press-release-staff-report-and-statement-549885,,pending,,,,,,,,,data\text\TT\2024_summary.txt,"The 2024 Article IV Consultation highlights that Trinidad and Tobago is undergoing a gradual and sustained economic recovery. Real Gross Domestic Product (GDP) is estimated to have further expanded by 2.1 percent in 2023, reflecting a strong performance of the nonenergy sector. Economic growth is projected to gain momentum in 2024, supported by the nonenergy and energy sectors, and inflation is projected to remain low. The current account surplus will narrow mainly due to a decline in energy prices and energy exports and is estimated at 5.7 percent of GDP in 2024. International reserve coverage is expected to remain adequate at 7.5 months of prospective total imports. The report recommends sustaining structural reform momentum to secure a more diversified, green, resilient, and inclusive economy. It is important to foster private sector participation and promote economic diversification. Accelerating the country’s low-carbon transition agenda could help address issues raised by border carbon adjustments. Enhancing institutional capacity will improve the quality and timeliness of macroeconomic statistics.",summary_extracted
BS,BHS,Bahamas,2024,https://www.imf.org/en/publications/cr/issues/2025/01/17/the-bahamas-2024-article-iv-consultation-press-release-staff-report-and-statement-by-the-561018,,pending,,,,,,,,,data\text\BS\2024_summary.txt,"The 2024 Article IV Consultation highlights that The Bahamian economy has staged a remarkable recovery since the pandemic, fueled by a strong rebound in tourism. With economic activity back to pre-Hurricane Dorian levels, growth is slowing—expanding by 1.8 percent in H1 2024—constrained in part by limited hotel capacity. Inflation is now modestly negative, but the cost of living remains high. Activity has recovered to its pre-pandemic level and inflation is now modestly negative. Public finances are improving and borrowing costs have declined. Nonetheless, public debt remains high and its short duration represents an important vulnerability. Reducing the limit on central bank advances to the government and adopting new liquidity management tools would help reduce systemic liquidity. Investing in human capital, closing digitalization gaps, relieving capacity constraints in tourism, and reducing crime would help lift long-term growth. Plans to upgrade the electricity grid and increase the share of renewables would, over the medium term, improve the reliability of the electricity supply, boost growth, and reduce emissions.",summary_extracted
BB,BRB,Barbados,2023,https://www.imf.org/en/publications/cr/issues/2023/12/20/barbados-2023-article-iv-consultation-and-second-reviews-under-the-arrangement-under-the-542666,,pending,,,,,,,,,data\text\BB\2023_summary.txt,"This paper highlights Barbados’ 2023 Article IV Consultation and Second Reviews under the Arrangement under the Extended Fund Facility Arrangement and Arrangement under the Resilience and Sustainability Facility. Barbados continues to advance the implementation of its comprehensive economic reform program and climate policy agenda. The economy is expected to continue growing and inflation to moderate, with real gross domestic product and tourism returning to pre-pandemic levels in the near term. The current account deficit is expected to narrow as tourism and commodity prices fully normalize. Ample international reserves continue supporting the exchange rate peg, which remains a key anchor for macroeconomic stability. The authorities are working on enhancing their monetary policy toolkit and financial sector oversight. The authorities are advancing their ambitious climate policy agenda to increase resilience to climate change and green the economy. Important reforms are being implemented to achieve these objectives, including by incorporating climate considerations into the budget process, improving the disaster risk management framework, providing incentives for the purchase of electric vehicles, and addressing regulatory gaps to facilitate investments in renewable energy. The climate policy reforms are expected to help create an enabling environment that facilitates the mobilization of climate finance and private sector investment in climate-related projects.",summary_extracted
GD,GRD,Grenada,2025,https://www.imf.org/en/publications/cr/issues/2025/02/04/grenada-2024-article-iv-consultation-press-release-staff-report-and-statement-by-the-561583,,pending,,,,,,,,,data\text\GD\2025_summary.txt,"The 2024 Article IV Consultation highlights that through end-June 2024, Grenada’s economy was experiencing sustained strong growth supported by buoyant tourism, moderating inflation, and a narrowing current account deficit. The authorities responded swiftly with a package of fiscal measures, including suspension of fiscal rules to permit temporary deficit spending in support of the recovery and reconstruction. Grenada’s near-term economic growth is projected to remain resilient at 3.9 percent in 2025, buoyed by limited hurricane damages to tourism infrastructure and the authorities’ large recovery and reconstruction spending. Sizable government savings and triggering of disaster-contingent instruments create fiscal space for these spending needs. Over the medium-term gross domestic product growth is projected to slow given the tourism sector operates near its peak-season capacity. Key downside risks include the threat of further natural disasters, potential shocks to tourism demand, and the uncertain scale of future Citizenship-by-Investment inflows, while the domestic non-bank financial system faces rising vulnerabilities from the continued rapid expansion of credit unions and the rising costs of property insurance. Prospective hotel developments and public investment projects represent upside risks to the medium-term growth outlook.",summary_extracted
LC,LCA,Saint Lucia,2024,https://www.imf.org/en/publications/cr/issues/2025/03/13/st-lucia-2024-article-iv-consultation-press-release-staff-report-and-statement-by-the-565180,,pending,,,,,,,,,data\text\LC\2024_summary.txt,"The 2024 Article IV Consultation highlights that St. Lucia’s tourism-dependent economy has normalized after the pandemic. Gross domestic product growth is expected at 3.7 percent in 2024, on strong tourism, construction, and manufacturing activity. Over the medium term, once planned infrastructure and hotel investments approach completion, growth is projected to slow to a modest 1.5 percent over the medium term. Inflation is expected to rise to 2 percent over the medium term as global input costs normalize. Risks to the outlook are tilted to the downside and include investment delays and large debt rollover needs. The current account deficit is anticipated to narrow further over the medium term on account of stronger tourism and lower fuel prices. St. Lucia is vulnerable to a global slowdown and supply disruptions, as well as natural disasters and climate change. On the upside, stronger-than-expected growth in tourism and construction could provide a positive boost to the economy.",summary_extracted
VC,VCT,Saint Vincent and the Grenadines,2024,https://www.imf.org/en/publications/cr/issues/2024/07/22/st-552186,,pending,,,,,,,,,data\text\VC\2024_summary.txt,"The 2024 Article IV Consultation with St. Vincent and the Grenadines discusses that the economy rebounded strongly in 2022–23 from the pandemic and 2021 volcanic eruptions, returning to pre-pandemic output levels. Growth is projected at 4.9 percent in 2024, supported by continued growth in tourism and strong investment on infrastructure, particularly the port project. Inflation is projected to ease to 2.5 percent by end-2024, on account of lower imported inflation. Fiscal policy should focus on building buffers and supporting resilience and inclusive growth while safeguarding public debt sustainability. Sustained efforts with structural reforms are imperative to build climate resilience and address structural bottlenecks to investment, employment, and productivity. The ongoing investments in key infrastructure such as ports, roads, airports, and water supply, along with efforts with digitalization and improving investment climate, are crucial for alleviating supply-side bottlenecks and enhancing competitiveness. The financial system remains sound, but efforts should continue to reduce balance sheet vulnerabilities and strengthen regulatory and supervisory frameworks. Capital and liquidity buffers are ample, with no apparent impacts of the compounded shocks on asset quality.",summary_extracted
KN,KNA,Saint Kitts and Nevis,2025,https://www.imf.org/en/publications/cr/issues/2025/05/12/st-kitts-and-nevis-2025-article-iv-consultation-press-release-staff-report-and-statement-by-566921,,pending,,,,,,,,,data\text\KN\2025_summary.txt,"The 2025 Article IV Consultation discusses that following the post-pandemic rebound, St. Kitts and Nevis’ economy is facing challenges. Real gross domestic product growth moderated to 1.5 percent in 2024, reflecting lower contributions from tourism and government services, while inflation eased to 1 percent. The fiscal outlook has notably deteriorated against the background of structurally lower Citizenship-By-Investment (CBI) revenues, and the current account deficit has widened. The authorities have made efforts to tackle these challenges. These include partially containing current expenditure, strengthening the CBI framework, preparing for the establishment of a Sovereign Wealth Fund, and planning pension fund reforms, as well as making progress in improving financial stability. These efforts are expected to continue. The outlook and risks faced by St. Kitts and Nevis’s economy require a multipronged approach to address low growth and fiscal sustainability issues while maintaining financial stability and a sound external position. It is recommended to boost sustainable, inclusive, and resilient growth by undertaking structural reforms, enhancing labor skills, and accelerating the renewable energy transition, which would also foster private sector-led growth.",summary_extracted
